TITLE,ZULU UTC TIME (Seconds),SIM TIME (Seconds),ZULU DAY OF YEAR (Number),ZULU DATE (Number),PLANE LATITUDE (Degrees),PLANE LONGITUDE (Degrees),PLANE PITCH DEGREES (Radians),PLANE BANK DEGREES (Radians),PLANE HEADING DEGREES TRUE (Radians),INCIDENCE ALPHA (Radians),INCIDENCE BETA (Radians),AIRSPEED TRUE (Meters per second),PLANE ALTITUDE (Feet),ELEVATOR DEFLECTION (Radians),RUDDER DEFLECTION (Radians),AILERON LEFT DEFLECTION (Radians),AILERON RIGHT DEFLECTION (Radians),AMBIENT WIND DIRECTION (Degrees),AMBIENT WIND VELOCITY (Knots),AMBIENT WIND X (Meters per second),AMBIENT WIND Y (Meters per second),AMBIENT WIND Z (Meters per second),VERTICAL SPEED (Feet per second),TURB ENG N1:1 (Percent),TURB ENG N1:2 (Percent),DEFINED WIND X (Meters per second),DEFINED WIND Y (Meters per second),DEFINED WIND Z (Meters per second),VELOCITY WORLD X (Meters per second),VELOCITY WORLD Y (Meters per second),VELOCITY WORLD Z (Meters per second)
PMDG 737-800NGX PMDG House Winglets,19:0:20,2964.34728012696814403171,150,2017/5/30,30.49934137585234950052,-86.51128618380541013266,-0.66650769205200444123,-0.00000000000000000000,192.17779453636055109200,-0.56989593335344612690,0.00000000000000000000,0.00118567135805884897,94.89132585944194886451,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,-0.00000000000000000000,-0.00000000000000000000,-0.00000000000000000000,-0.00002642316030687653,19.29445175328885042632,19.29445175328885042632,-0.00,-0.00,-0.00,-0.00025019956111800069,-0.00000213013887552470,-0.00115937986577606227,
PMDG 737-800NGX PMDG House Winglets,19:0:20,2964.42518012696791629423,150,2017/5/30,30.49934137504548203879,-86.51128618400716163706,-0.66654803285741426322,-0.00000000000000000000,192.17779236163482892152,-0.49177801681267890865,0.00000000000000000000,0.00117810040298435320,94.89132510610754422942,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,-0.00000000000000000000,-0.00000000000000000000,-0.00000000000000000000,-0.00002516616950742900,19.31870984815515157607,19.31870984815515157607,-0.00,-0.00,-0.00,-0.00024859652293398227,-0.00000391876287379597,-0.00115195403905790877,
PMDG 737-800NGX PMDG House Winglets,19:0:20,2964.52821602696803893195,150,2017/5/30,30.49934137398483713355,-86.51128618427236460775,-0.66658976104502076776,-0.00000000000000000000,192.17780630250072704257,-0.33947911800202335009,0.00000000000000000000,0.00114331267411923987,94.89132318239580854424,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,-0.00000000000000000000,-0.00000000000000000000,-0.00000000000000000000,-0.00002453692104609217,19.35019835317048375600,19.35019835317048375600,-0.00,-0.00,-0.00,-0.00024124610024821091,-0.00000680231032070184,-0.00111789573172277963,
PMDG 737-800NGX PMDG House Winglets,19:0:20,2964.62855792696791468188,150,2017/5/30,30.49934137276733991939,-86.51128618457678953746,-0.66655384919046944958,-0.00000000000000000000,192.17779204807223436546,-0.33426021871345901193,0.00000000000000000000,0.00127357159818832963,94.89132008884440949714,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,-0.00000000000000000000,-0.00000000000000000000,-0.00000000000000000000,-0.00002513650542823598,19.38029869908828217717,19.38029869908828217717,-0.00,-0.00,-0.00,-0.00026873446901594015,-0.00000703570404417422,-0.00124527434541309178,
PMDG 737-800NGX PMDG House Winglets,19:0:20,2964.70681052696772894706,150,2017/5/30,30.49934137183519666792,-86.51128618480986176564,-0.66654781941399943168,0.00000000000000000000,192.17779237314164220152,-0.40184183959864772095,0.00000000000000000000,0.00140740219529511090,94.89131846089415489587,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,-0.00000000000000000000,-0.00000000000000000000,-0.00000000000000000000,-0.00002481221235939302,19.40321929750373186607,19.40321929750373186607,-0.00,-0.00,-0.00,-0.00029698076247305330,-0.00000609162128530078,-0.00137616476566550998,
PMDG 737-800NGX PMDG House Winglets,19:0:20,2964.78342852696823683800,150,2017/5/30,30.49934137105031695114,-86.51128618500611366926,-0.66660667643564897045,0.00000000000000000000,192.17780539051645405380,-0.57345687401547751350,0.00000000000000000000,0.00118915726973985538,94.89131790807121547004,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,-0.00000000000000000000,-0.00000000000000000000,-0.00000000000000000000,-0.00002350534305151086,19.42506633687430195323,19.42506633687430195323,-0.00,-0.00,-0.00,-0.00025092946450261795,-0.00000209800032206771,-0.00116277099030471284,
PMDG 737-800NGX PMDG House Winglets,19:0:20,2964.88288234919082242413,150,2017/5/30,30.49934136984788324298,-86.51128618530675851162,-0.66659797861649316975,0.00000000000000000000,192.17780585945760662980,-0.55272873749705264679,0.00000000000000000000,0.00152208788708473128,94.89131655230470130391,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,-0.00000000000000000000,-0.00000000000000000000,-0.00000000000000000000,-0.00002256649349874351,19.45308657572096322497,19.45308657572096322497,-0.00,-0.00,-0.00,-0.00032119596073375110,-0.00000666448631442832,-0.00148837765650669637,
PMDG 737-800NGX PMDG House Winglets,19:0:20,2964.96075262696831487119,150,2017/5/30,30.49934136892757052806,-86.51128618553687488202,-0.66661313309894876244,0.01397715489817939229,192.17780504240275263328,-0.54528565142907758911,0.00000000000000000000,0.00127653551546649704,94.89131547121398568834,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,-0.00000000000000000000,-0.00000000000000000000,-0.00000000000000000000,-0.00002191063686041161,19.47450419042336733355,19.47450419042336733355,-0.00,-0.00,-0.00,-0.00026936728610530504,-0.00000264697167244145,-0.00124821117806523502,
PMDG 737-800NGX PMDG House Winglets,19:0:20,2965.05850484919028531294,150,2017/5/30,30.49934136775793547258,-86.51128618582934848291,-0.66662850102481918668,0.01322387148551423287,192.17778802329556242512,-0.54022190365240740917,0.00000000000000000000,0.00152584449802007824,94.89131427714700350862,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,-0.00000000000000000000,-0.00000000000000000000,-0.00000000000000000000,-0.00002101394056808203,19.50084187952904457575,19.50084187952904457575,-0.00,-0.00,-0.00,-0.00032201652049169125,-0.00000666025678559518,-0.00149202796872401804,
PMDG 737-800NGX PMDG House Winglets,19:0:20,2965.08640192696793747018,150,2017/5/30,30.49934136744439427957,-86.51128618590774976838,-0.66664520297203244681,-0.01235319814378334907,192.17778712276538044534,-0.51765451694575792541,0.00000000000000000000,0.00127752308863111571,94.89131386970622372701,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,-0.00000000000000000000,-0.00000000000000000000,-0.00000000000000000000,-0.00002083590334223118,19.50821151179731316461,19.50821151179731316461,-0.00,-0.00,-0.00,-0.00026954970651720862,-0.00000337541120791559,-0.00124917715689294414,
PMDG 737-800NGX PMDG House Winglets,19:0:21,2965.16163732696804800071,150,2017/5/30,30.49934136657804373272,-86.51128618612433740509,-0.66668212868280440908,-0.01016686892373546390,192.17780132226604905554,-0.57841058380690624219,0.00000000000000000000,0.00115890243582220456,94.89131292147213514454,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,-0.00000000000000000000,-0.00000000000000000000,-0.00000000000000000000,-0.00002023080924118403,19.52786522817023850962,19.52786522817023850962,-0.00,-0.00,-0.00,-0.00024451241201959201,-0.00000200511915987350,-0.00113317910968354979,
PMDG 737-800NGX PMDG House Winglets,19:0:21,2965.23857742696782224812,150,2017/5/30,30.49934136567388875960,-86.51128618635038947104,-0.66670176547697224123,-0.00878525226599195450,192.17780026340949461883,-0.40857194358398057910,0.00000000000000000000,0.00130805413161093884,94.89131158192336101820,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,-0.00000000000000000000,-0.00000000000000000000,-0.00000000000000000000,-0.00002003001463890541,19.54763963234298529414,19.54763963234298529414,-0.00,-0.00,-0.00,-0.00027598538996130627,-0.00000610095249145317,-0.00127899088340940317,
PMDG 737-800NGX PMDG House Winglets,19:0:21,2965.26079964919017584180,150,2017/5/30,30.49934136537475026785,-86.51128618642518119941,-0.66669061305854537824,0.00959436700992291960,192.17780086477480949725,-0.43396400196181933451,0.00000000000000000000,0.00152999661733499719,94.89131102943548512485,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,-0.00000000000000000000,-0.00000000000000000000,-0.00000000000000000000,-0.00002013732228078879,19.55332598075795047521,19.55332598075795047521,-0.00,-0.00,-0.00,-0.00032282901464149538,-0.00000887950502535744,-0.00149605362016022852,
PMDG 737-800NGX PMDG House Winglets,19:0:21,2965.36115524918977826019,150,2017/5/30,30.49934136414425722705,-86.51128618673284620399,-0.66670352638514485122,0.00865058075607169630,192.17780016845611612553,-0.52670108412966820666,0.00000000000000000000,0.00153194026193684881,94.89130915508459906960,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,-0.00000000000000000000,-0.00000000000000000000,-0.00000000000000000000,-0.00001999275809794199,19.57845721667110439057,19.57845721667110439057,-0.00,-0.00,-0.00,-0.00032328987917991083,-0.00000666744257825490,-0.00149796786600683092,
PMDG 737-800NGX PMDG House Winglets,19:0:21,2965.46757032696723399567,150,2017/5/30,30.49934136299592069008,-86.51128618701999073437,-0.66678276725291418803,0.00000000000000000000,192.17779589529533268433,-0.47494627294440749932,0.00000000000000000000,0.00128997573344450766,94.89130812616086529943,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,-0.00000000000000000000,-0.00000000000000000000,-0.00000000000000000000,-0.00001894533852464519,19.60430395693000704682,19.60430395693000704682,-0.00,-0.00,-0.00,-0.00027219117873848936,-0.00000473959793554260,-0.00126131105177667798,
PMDG 737-800NGX PMDG House Winglets,19:0:21,2965.54428242696712914039,150,2017/5/30,30.49934136220085534319,-86.51128618721877217013,-0.66683265965113935891,-0.00000000000000000000,192.17779320452524416396,-0.36363194486883987366,0.00000000000000000000,0.00115986365773197578,94.89130677347479547734,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,-0.00000000000000000000,-0.00000000000000000000,-0.00000000000000000000,-0.00001885258279799018,19.62250292821711639135,19.62250292821711639135,-0.00,-0.00,-0.00,-0.00024472871735514013,-0.00000658926284376019,-0.00113405089355111586,
PMDG 737-800NGX PMDG House Winglets,19:0:21,2965.61937272696741274558,150,2017/5/30,30.49934136133250106582,-86.51128618743589981932,-0.66683244620772452738,-0.00000000000000000000,192.17779321603700282139,-0.27589320564922054091,0.00000000000000000000,0.00115995660579452822,94.89130441890519307435,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,-0.00000000000000000000,-0.00000000000000000000,-0.00000000000000000000,-0.00001975843770196661,19.64009182547655640860,19.64009182547655640860,-0.00,-0.00,-0.00,-0.00024474393495899733,-0.00000800591998107191,-0.00113412022844376278,
PMDG 737-800NGX PMDG House Winglets,19:0:21,2965.69448412696738159866,150,2017/5/30,30.49934136046290689137,-86.51128618765332589646,-0.66683212604260222456,-0.00000000000000000000,192.17779323330461238584,-0.31325739653137135710,0.00000000000000000000,0.00116095747436500171,94.89130206933869260411,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,-0.00000000000000000000,-0.00000000000000000000,-0.00000000000000000000,-0.00002059003236354329,19.65735616776615657386,19.65735616776615657386,-0.00,-0.00,-0.00,-0.00024495676787596963,-0.00000706506292407934,-0.00113510538428374650,
PMDG 737-800NGX PMDG House Winglets,19:0:21,2965.77308222696774464566,150,2017/5/30,30.49934135950877944765,-86.51128618789191193628,-0.66680832710184456680,-0.00000000000000000000,192.17779451684046421178,-0.28249278599053834204,0.00000000000000000000,0.00144396132737811952,94.89129979160095729185,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,-0.00000000000000000000,-0.00000000000000000000,-0.00000000000000000000,-0.00002123463673342485,19.67513421437891096843,19.67513421437891096843,-0.00,-0.00,-0.00,-0.00030467402194433833,-0.00000926786734562346,-0.00141182806141475670,
PMDG 737-800NGX PMDG House Winglets,19:0:21,2965.87290944919004687108,150,2017/5/30,30.49934135828269177182,-86.51128618819845428334,-0.66679263901085183974,-0.00000000000000000000,192.17779536291294562034,-0.55704951408697112036,0.00000000000000000000,0.00154123938021560381,94.89129789772538003945,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,-0.00000000000000000000,-0.00000000000000000000,-0.00000000000000000000,-0.00002100886376865674,19.69719725727280845717,19.69719725727280845717,-0.00,-0.00,-0.00,-0.00032522338330852004,-0.00000572274305437220,-0.00150704955651480613,
PMDG 737-800NGX PMDG House Winglets,19:0:21,2965.94825504918981096125,150,2017/5/30,30.49934135740527452185,-86.51128618841784145843,-0.66681222244416582523,-0.00000000000000000000,192.17779430675813046037,-0.71944738984557909944,0.00000000000000000000,0.00154245992242875896,94.89129761807093643711,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,-0.00000000000000000000,-0.00000000000000000000,-0.00000000000000000000,-0.00001974348197109066,19.71343234010459610772,19.71343234010459610772,-0.00,-0.00,-0.00,-0.00032549340105882715,-0.00000342889230073448,-0.00150829955999733372,
PMDG 737-800NGX PMDG House Winglets,19:0:21,2966.02373144918965408579,150,2017/5/30,30.49934135652491562496,-86.51128618863796759797,-0.66683100546467410918,-0.00000000000000000000,192.17779329374121743967,-0.72505072114385504811,0.00000000000000000000,0.00154371508060850899,94.89129757408537102492,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,-0.00000000000000000000,-0.00000000000000000000,-0.00000000000000000000,-0.00001834352769947145,19.72939969963283246557,19.72939969963283246557,-0.00,-0.00,-0.00,-0.00032575785012782342,-0.00000330681829431903,-0.00150952428716467305,
PMDG 737-800NGX PMDG House Winglets,19:0:21,2966.07663082696717538056,150,2017/5/30,30.49934135595324136148,-86.51128618878090037470,-0.66686590346300489429,-0.00000000000000000000,192.17779141152570332451,-0.73333745513813608508,0.00000000000000000000,0.00116640140405959466,94.89129753490358609724,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,-0.00000000000000000000,-0.00000000000000000000,-0.00000000000000000000,-0.00001742938729876187,19.74036770180118693929,19.74036770180118693929,-0.00,-0.00,0.00,-0.00024612504892626439,0.00000109954822591141,-0.00114051472376704589,
PMDG 737-800NGX PMDG House Winglets,19:0:22,2966.15180892696753289783,150,2017/5/30,30.49934135507750099237,-86.51128618899987543500,-0.66687694915972428600,-0.00000000000000000000,192.17779081575801569670,-0.55174222772657077751,0.00000000000000000000,0.00129366838269763420,94.89129703591808606689,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,-0.00000000000000000000,-0.00000000000000000000,-0.00000000000000000000,-0.00001665349554968998,19.75578645920508691347,19.75578645920508691347,-0.00,-0.00,-0.00,-0.00027297232213864455,-0.00000282992527380013,-0.00126492175258024575,
PMDG 737-800NGX PMDG House Winglets,19:0:22,2966.22695632696786560700,150,2017/5/30,30.49934135420166114727,-86.51128618921887891702,-0.66688735452619896105,-0.00000000000000000000,192.17779025451852703554,-0.48541706233174020113,0.00000000000000000000,0.00129573480019138819,94.89129605208714224318,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,-0.00000000000000000000,-0.00000000000000000000,-0.00000000000000000000,-0.00001640089976717718,19.77090917523186419658,19.77090917523186419658,-0.00,-0.00,-0.00,-0.00027340426360802775,-0.00000420956032248962,-0.00126692302379752828,
PMDG 737-800NGX PMDG House Winglets,19:0:22,2966.24917854919021920068,150,2017/5/30,30.49934135389911915581,-86.51128618929452329667,-0.66687134627008404220,-0.00000000000000000000,192.17779111796028246317,-0.51181885059618459355,0.00000000000000000000,0.00154739431467734983,94.89129562460860256579,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,-0.00000000000000000000,-0.00000000000000000000,-0.00000000000000000000,-0.00001646421333134640,19.77536591064582083277,19.77536591064582083277,-0.00,-0.00,-0.00,-0.00032651612758210688,-0.00000746585496229525,-0.00151303701525142692,
PMDG 737-800NGX PMDG House Winglets,19:0:22,2966.32428044919060994289,150,2017/5/30,30.49934135302380511234,-86.51128618951337045928,-0.66688820829985850924,-0.00000000000000000000,192.17779020846771231845,-0.63746484186021479257,0.00000000000000000000,0.00154850681674563104,94.89129482237476054252,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,-0.00000000000000000000,-0.00000000000000000000,-0.00000000000000000000,-0.00001604011231393088,19.79010208600526965483,19.79010208600526965483,-0.00,-0.00,-0.00,-0.00032676074864058393,-0.00000562356092417135,-0.00151416985482316895,
PMDG 737-800NGX PMDG House Winglets,19:0:22,2966.39937944919074652717,150,2017/5/30,30.49934135214786934398,-86.51128618973238815215,-0.66690362958658255810,-0.00000000000000000000,192.17780556718946627370,-0.66171253930445539382,0.00000000000000000000,0.00154964099870994560,94.89129430327602676698,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,-0.00000000000000000000,-0.00000000000000000000,-0.00000000000000000000,-0.00001537546995677985,19.80456481617320108057,19.80456481617320108057,-0.00,-0.00,-0.00,-0.00032696466912651901,-0.00000521485797285422,-0.00151529205776789648,
PMDG 737-800NGX PMDG House Winglets,19:0:22,2966.50229092696781663108,150,2017/5/30,30.49934135095474729837,-86.51128619003067399262,-0.66692742852734032688,-0.01294541512205804948,192.17780428347134602518,-0.56901942350748813126,0.00000000000000000000,0.00129038525590052106,94.89129343919744030700,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,-0.00000000000000000000,-0.00000000000000000000,-0.00000000000000000000,-0.00001469265498599270,19.82395365083231197900,19.82395365083231197900,-0.00,-0.00,-0.00,-0.00027224878954171494,-0.00000227733869092055,-0.00126171102051996918,
PMDG 737-800NGX PMDG House Winglets,19:0:22,2966.57916612696772062918,150,2017/5/30,30.49934135014754232884,-86.51128619023251076214,-0.66697662723446704547,0.01009724984112070692,192.17780162954065303893,-0.56283098553045440848,0.00000000000000000000,0.00118149336660280740,94.89129296957339931851,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,-0.00000000000000000000,-0.00000000000000000000,-0.00000000000000000000,-0.00001405699458700838,19.83803900023741562109,19.83803900023741562109,-0.00,-0.00,-0.00,-0.00024933253660844345,-0.00000250354464160193,-0.00115521108967902805,
