TITLE,ZULU UTC TIME (Seconds),SIM TIME (Seconds),ZULU DAY OF YEAR (Number),ZULU DATE (Number),PLANE LATITUDE (Degrees),PLANE LONGITUDE (Degrees),PLANE PITCH DEGREES (Radians),PLANE BANK DEGREES (Radians),PLANE HEADING DEGREES TRUE (Radians),INCIDENCE ALPHA (Radians),INCIDENCE BETA (Radians),AIRSPEED TRUE (Meters per second),PLANE ALTITUDE (Feet),ELEVATOR DEFLECTION (Radians),RUDDER DEFLECTION (Radians),AILERON LEFT DEFLECTION (Radians),AILERON RIGHT DEFLECTION (Radians),AMBIENT WIND DIRECTION (Degrees),AMBIENT WIND VELOCITY (Knots),AMBIENT WIND X (Meters per second),AMBIENT WIND Y (Meters per second),AMBIENT WIND Z (Meters per second),VERTICAL SPEED (Feet per second),TURB ENG N1:1 (Percent),TURB ENG N1:2 (Percent),DEFINED WIND X (Meters per second),DEFINED WIND Y (Meters per second),DEFINED WIND Z (Meters per second),VELOCITY WORLD X (Meters per second),VELOCITY WORLD Y (Meters per second),VELOCITY WORLD Z (Meters per second)
PMDG 737-800NGX PMDG House Winglets,19:1:47,3051.67344872696776292287,150,2017/5/30,30.45295207335729514853,-86.52281467598409392394,15.19080710966733605005,-0.00000000000000000000,192.11121132681441281420,10.14611357248875833648,0.00007640800511214411,114.69830744425446766854,751.03182671772412959399,15.41439638843264781087,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,-0.00000000000000000000,-0.00000000000000000000,-0.00000000000000000000,16.52050018310546875000,98.53709121516682500896,98.53717176679457168120,-1.77,-0.38,20.53,-24.35059232567179421380,10.34014725689394076369,-113.47629945720333921599,
PMDG 737-800NGX PMDG House Winglets,19:1:47,3051.74594704919036303181,150,2017/5/30,30.45287805396676361624,-86.52283307024579528388,15.30385869501209228360,-0.00000000000000000000,192.11121142005339379466,10.07151885705175686780,0.00011222020287437251,114.73043667263445399840,753.53722214670710854989,15.41358672015033270952,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,-0.00000000000000000000,-0.00000000000000000000,-0.00000000000000000000,17.79512023925781250000,98.53674808196431911256,98.53682863519898660343,-1.75,-0.38,21.29,-24.34458615408044579453,10.72120184434482226266,-113.44799441393054451055,
PMDG 737-800NGX PMDG House Winglets,19:1:47,3051.77353462696783026331,150,2017/5/30,30.45284989261524444260,-86.52284006852116249320,15.34610512322987219136,-0.00000000000000000000,192.11120005852578174199,10.04104672253317254160,0.00013076370232544991,114.74301990085169222766,754.51454145091986447369,15.41332416571579422282,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,-0.00000000000000000000,-0.00000000000000000000,-0.00000000000000000000,18.27931213378906250000,98.53661742763765118980,98.53669798144727565159,-1.74,-0.37,21.58,-24.34203999047837285730,10.87038086498704458904,-113.43607671670419279053,
PMDG 737-800NGX PMDG House Winglets,19:1:47,3051.87797102696777074016,150,2017/5/30,30.45274331071119533476,-86.52286655482895127989,15.50465601443498009360,-0.00000000000000000000,192.11120327329615520284,9.93594917424249146620,0.00018061326207642817,114.78410575018979500328,758.33045336402892644401,15.41270767456210144530,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,-0.00000000000000000000,-0.00000000000000000000,-0.00000000000000000000,20.10773468017578125000,98.53608335850749710971,98.53616391436233357126,-1.70,-0.36,22.64,-24.33229974456200395139,11.40248568475965385005,-113.39019900258745110477,
PMDG 737-800NGX PMDG House Winglets,19:1:47,3051.92788432696806921740,150,2017/5/30,30.45269238765574826289,-86.52287920956914035742,15.58051721917332343992,-0.00000000000000000000,192.11120792052520300786,9.88783438412970028253,0.00018381338827722849,114.80168930053702069927,760.21781570943755923508,15.41257943891562121053,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,-0.00000000000000000000,-0.00000000000000000000,-0.00000000000000000000,20.97820663452148437500,98.53581316478351936894,98.53589372154861791842,-1.68,-0.36,23.14,-24.32725513009194173719,11.65229688064615132248,-113.36668815425784373474,
PMDG 737-800NGX PMDG House Winglets,19:1:47,3052.00405064919004871626,150,2017/5/30,30.45261470115868718267,-86.52289851520653485295,15.70593827729644686997,-0.00000000000000000000,192.11119978881851011465,9.82879244440764665569,0.00018610690169072763,114.82193393283411353423,763.17513118418958129041,17.12510791467683901601,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,-0.00000000000000000000,-0.00000000000000000000,-0.00000000000000000000,22.29930496215820312500,98.53538443136987723392,98.53546498943455844710,-1.66,-0.36,23.87,-24.31951929837221015873,12.01066006451124934529,-113.33058003531135682351,
PMDG 737-800NGX PMDG House Winglets,19:1:47,3052.08194082696718396619,150,2017/5/30,30.45253528324581182574,-86.52291825113475454145,15.85154425227670671461,-0.00494617166695637128,192.11120546044901402638,9.78684502702816239150,0.00021457120652970321,114.83421101888011151004,766.29260193259847255831,17.12543480850048283060,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,-0.00000000000000000000,-0.00000000000000000000,-0.00000000000000000000,23.64016723632812500000,98.53491924252924150096,98.53499980182213846547,-1.65,-0.35,24.62,-24.31081163316809323760,12.38571132917406814045,-113.28964071285273007561,
PMDG 737-800NGX PMDG House Winglets,19:1:48,3052.18271712696696340572,150,2017/5/30,30.45243257422284699487,-86.52294377513318579531,16.05751544007597075847,-0.00000000000000000000,192.11121863718750546468,9.75548266383378681610,0.00025364677201817633,114.83901509602856094716,770.46574907092860939883,17.12635270966777412127,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,-0.00000000000000000000,-0.00000000000000000000,-0.00000000000000000000,25.35931587219238281250,98.53427505823090370995,98.53435561895236105556,-1.64,-0.35,25.57,-24.29871928972670858116,12.86061339810948034312,-113.23285429844925431553,
PMDG 737-800NGX PMDG House Winglets,19:1:48,3052.25850752696669587749,150,2017/5/30,30.45235536524406327885,-86.52296296221416582739,16.22124019965745134186,-0.01132782745969142246,192.11122016706841009182,9.74252264442210780260,0.00028231480733463489,114.83660520765506873886,773.70648133243912525359,17.12741352096004021632,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,-0.00000000000000000000,-0.00000000000000000000,-0.00000000000000000000,26.64105987548828125000,98.53375363830322442027,98.53383419999384784660,-1.64,-0.35,26.27,-24.28893683134320369277,13.21319866931936282128,-113.18696085111108118326,
PMDG 737-800NGX PMDG House Winglets,19:1:48,3052.33382912696652056184,150,2017/5/30,30.45227866591472576374,-86.52298202268055149489,16.38903062940531896174,-0.01239443687328967321,192.11123857159304861852,9.73547840065643477203,0.00029732491658294373,114.83007417466896527003,777.01402823873468150850,17.12880107592356537793,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,-0.00000000000000000000,-0.00000000000000000000,-0.00000000000000000000,27.90574073791503906250,98.53320274235321107881,98.53328330491154929405,-1.63,-0.35,26.97,-24.27853002751687228056,13.56383513150368358424,-113.13814807520166993982,
PMDG 737-800NGX PMDG House Winglets,19:1:48,3052.43151884918870564434,150,2017/5/30,30.45217924027468470172,-86.52300673091197324993,16.61179212999167376097,-0.00426723864561070251,192.11125598232709421609,9.73216982356746740379,0.00033909449335413089,114.81689436170780993507,781.43210006702292957925,17.13102424959884118039,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,-0.00000000000000000000,-0.00000000000000000000,-0.00000000000000000000,29.53324699401855468750,98.53244588781539903266,98.53252645137243348472,-1.63,-0.35,27.86,-24.26439193846344366534,14.00462773809853977980,-113.07173083979868977167,
PMDG 737-800NGX PMDG House Winglets,19:1:48,3052.50676174918862670893,150,2017/5/30,30.45210270241090455556,-86.52302575135641404813,16.78604391879439461377,-0.00000000000000000000,192.11127259827296143158,9.73243239767355028391,0.00034756702122629260,114.80304731580936561386,784.93414185303572594421,17.13316290542471875824,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,-0.00000000000000000000,-0.00000000000000000000,-0.00000000000000000000,30.77757835388183593750,98.53182056749520256744,98.53190113170386155161,-1.63,-0.35,28.55,-24.25245426398453574279,14.35284243329433095937,-113.01589589766811627669,
PMDG 737-800NGX PMDG House Winglets,19:1:48,3052.60954922696646463010,150,2017/5/30,30.45199820921828148812,-86.52305171901473102025,17.02648707186832410798,-0.00810142677009397308,192.11129289846081746873,9.73535236958662508755,0.00035809150569804968,114.77929382324209939270,789.85707492288679532066,17.13669846477118596795,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,-0.00000000000000000000,-0.00000000000000000000,-0.00000000000000000000,32.46550369262695312500,98.53090282920685183399,98.53098339414449924334,-1.63,-0.35,29.50,-24.23479922855107560054,14.83715334626599791079,-112.93331442261063557453,
PMDG 737-800NGX PMDG House Winglets,19:1:48,3052.68484152696646560798,150,2017/5/30,30.45192171674585068786,-86.52307072825333023047,17.20375609678360007138,-0.00847066308207980456,192.11131043174006549634,9.73858701152281369673,0.00038834034786673302,114.75920618693024266577,793.56483090557298964995,17.15199681159224454063,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,-0.00000000000000000000,-0.00000000000000000000,-0.00000000000000000000,33.69381332397460937500,98.52173408477062821476,98.52181464321954251773,-1.63,-0.35,30.20,-24.22126365160730188109,15.18487843314590257648,-112.86982673203299043507,
PMDG 737-800NGX PMDG House Winglets,19:1:48,3052.78538782696614362067,150,2017/5/30,30.45181963697196536600,-86.52309609629288900123,17.44151669301948359703,-0.00000000000000000000,192.11132359204191288882,9.74473756487149778138,0.00040977254445230917,114.72794828626835794694,798.65016829261332986789,17.15652068605982094596,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,-0.00000000000000000000,-0.00000000000000000000,-0.00000000000000000000,35.32386779785156250000,98.52076092190685585592,98.52084148075461200733,-1.63,-0.35,31.12,-24.20200246550967193571,15.65084805766229791857,-112.77960663829668419567,
PMDG 737-800NGX PMDG House Winglets,19:1:48,3052.88559502696625713725,150,2017/5/30,30.45171798485456449157,-86.52312135813372151460,17.67919703453137714178,-0.01323793955007851290,192.11136226445242414229,9.75127223669366749448,0.00043223562055721238,114.69293818155915687385,803.87014790960392929264,17.16160471170146095687,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,-0.00000000000000000000,-0.00000000000000000000,-0.00000000000000000000,36.93757629394531250000,98.51973699396242523108,98.51981755295919640503,-1.63,-0.35,32.03,-24.18167490500040983648,16.11193942103242804365,-112.68436536668609448952,
PMDG 737-800NGX PMDG House Winglets,19:1:48,3052.93610872696626756806,150,2017/5/30,30.45166677565237378644,-86.52313408430920560477,17.80047899795340171636,-0.00000000000000000000,192.11136321994661102508,9.75584038320608470940,0.00045292014538633729,114.67381607055655479144,806.55806853025273994717,19.22403315133301049400,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,-0.00000000000000000000,-0.00000000000000000000,-0.00000000000000000000,37.74699401855468750000,98.51920818862780038216,98.51928874762755583561,-1.63,-0.35,32.48,-24.17124896222360419529,16.33472700575863711947,-112.63553351367337995725,
PMDG 737-800NGX PMDG House Winglets,19:1:48,3053.01126932696615767782,150,2017/5/30,30.45159062256131576873,-86.52315300940568931765,17.99756581705224434131,-0.00000000000000000000,192.11139800975436742192,9.78021653418547565195,0.00046747121463905464,114.63656877305763259756,810.62708816547581136547,19.22905643345389847809,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,-0.00000000000000000000,-0.00000000000000000000,-0.00000000000000000000,38.94482803344726562500,98.51837799695121589139,98.51845855584188882403,-1.64,-0.35,33.16,-24.15491825655789881466,16.67407542299448408585,-112.55906221436582370643,
PMDG 737-800NGX PMDG House Winglets,19:1:48,3053.08647242696633838932,150,2017/5/30,30.45151447895102592156,-86.52317193217324131638,18.21066943000269944264,-0.01026728918552556602,192.11141497123904287037,9.82034451928174334512,0.00045546895778106415,114.59191126505524493950,814.78126560299563152512,19.23442617311314961626,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,-0.00000000000000000000,-0.00000000000000000000,-0.00000000000000000000,40.13628005981445312500,98.51751844491121801184,98.51759900359293453675,-1.65,-0.35,33.83,-24.13786642845322560902,17.01180996855773486232,-112.47942366954433168758,
PMDG 737-800NGX PMDG House Winglets,19:1:49,3053.18388444918855384458,150,2017/5/30,30.45141593100414212358,-86.52319642281007361362,18.50101736101983718186,-0.01112556214889037429,192.11144917997060588277,9.88298880134927593133,0.00048377530733988486,114.52789615207238682615,820.28645273687243388849,19.24180099445455027762,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,-0.00000000000000000000,-0.00000000000000000000,-0.00000000000000000000,41.67130661010742187500,98.51636913799426054084,98.51644969627545833646,-1.67,-0.36,34.70,-24.11504752518481353718,17.43922183118071700392,-112.37254286242806244900,
PMDG 737-800NGX PMDG House Winglets,19:1:49,3053.26191672696586465463,150,2017/5/30,30.45133706035557707992,-86.52321602336093064878,18.74017643850992698162,0.00000000000000000000,192.11146901451863300281,9.94093025695207010983,0.00044084825221642790,114.46844177246084939270,824.80067419598447031603,19.24864188351138594157,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,-0.00000000000000000000,-0.00000000000000000000,-0.00000000000000000000,42.89669799804687500000,98.51535249751138678675,98.51543305530842076223,-1.69,-0.36,35.43,-24.09457009511359970588,17.81649240531424993605,-112.27734372679083207913,
PMDG 737-800NGX PMDG House Winglets,19:1:49,3053.36202442696549042012,150,2017/5/30,30.45123597429309469931,-86.52324114467100457659,19.05091077696783585793,0.00000000000000000000,192.11151806466918401384,10.01268094565097754867,0.00036054094434868764,114.39097995334192603423,830.72583618104999914067,19.25775362566447057588,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,-0.00000000000000000000,-0.00000000000000000000,-0.00000000000000000000,44.46459197998046875000,98.51401814905555909263,98.51409870611442443078,-1.71,-0.37,36.35,-24.06765557970791391540,18.28089157202076364683,-112.15232399690482623100,
PMDG 737-800NGX PMDG House Winglets,19:1:49,3053.43961122696600796189,150,2017/5/30,30.45115770955499101547,-86.52326059448192552281,19.30235907251230287329,0.00731695413541993012,192.11153124017616278252,10.07866876794524557681,0.00029551766597082501,114.32309488932283159102,835.42553046186503706849,21.32969055302041283539,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,-0.00000000000000000000,-0.00000000000000000000,-0.00000000000000000000,45.67772293090820312500,98.51291217750141981924,98.51299273384809396248,-1.73,-0.37,37.07,-24.04567765670274326339,18.64392599443637976719,-112.05030250768579946907,
PMDG 737-800NGX PMDG House Winglets,19:1:49,3053.51715032696620255592,150,2017/5/30,30.45107956392983794558,-86.52328001461332007693,19.58793440877301605951,0.00924192383302191098,192.11156095095807927464,10.18042815082010044136,0.00024276028634232999,114.24012251112186788760,840.21103113605590806401,27.53386130876950232960,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,-0.00000000000000000000,-0.00000000000000000000,-0.00000000000000000000,46.88452148437500000000,98.51176696761665141366,98.51184752315313630788,-1.77,-0.38,37.76,-24.02379691352659207837,18.97958822727400374220,-111.94859342986048034163,
PMDG 737-800NGX PMDG House Winglets,19:1:49,3053.59330412696635903558,150,2017/5/30,30.45100288509184593977,-86.52329907016148524690,19.91937788111497198429,0.00000000000000000000,192.11159011932872431316,10.33182228141202330107,0.00017708011570893712,114.13663860744891564991,844.99447860938607846037,27.54611406033683707051,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,-0.00000000000000000000,-0.00000000000000000000,-0.00000000000000000000,48.06226730346679687500,98.51058443946915588185,98.51066499409715504498,-1.82,-0.39,38.43,-24.00122977365446885756,19.31327976426784331920,-111.84381645915563296967,
PMDG 737-800NGX PMDG House Winglets,19:1:49,3053.66849322696634772001,150,2017/5/30,30.45092725062291094673,-86.52331786612003838854,20.28141889386492735525,0.00571328568731570372,192.11159495805785013545,10.51179717953517389617,0.00014331997931131196,114.01902506510407420137,849.80141400292848175013,27.55909509222264119899,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,-0.00000000000000000000,-0.00000000000000000000,-0.00000000000000000000,49.22146606445312500000,98.50935096176462479889,98.50943151537691733211,-1.89,-0.41,39.12,-23.97736282617868042166,19.66114460206767589057,-111.73270724840715217852,
PMDG 737-800NGX PMDG House Winglets,19:1:49,3053.76925992696624234668,150,2017/5/30,30.45082600838097874885,-86.52334302577634161935,20.79723820306357140453,0.00000000000000000000,192.11162944251117323802,10.77300447698776331151,0.00006940753827575472,113.84645507812490450306,856.37853556489574202715,27.60435822055612220538,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,-0.00000000000000000000,-0.00000000000000000000,-0.00000000000000000000,50.77501678466796875000,98.49359661548962208144,98.49367715608050843912,-1.98,-0.42,40.08,-23.94276958538568678136,20.14984360807468277699,-111.57199313130020357221,
PMDG 737-800NGX PMDG House Winglets,19:1:49,3053.86667724918834210257,150,2017/5/30,30.45072827555143391010,-86.52336731322847640513,21.31133459701740662240,0.00578846402037276001,192.11163619119844270244,11.02107284989534008446,0.00003512893451401734,113.67452092488598225373,862.89417645085097774427,27.62367850605502894723,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,-0.00000000000000000000,-0.00000000000000000000,-0.00000000000000000000,52.28583145141601562500,98.49185590707682536049,98.49193644587145968217,-2.07,-0.45,41.04,-23.90733183612321965938,20.62533586489568548927,-111.40698337218556446260,
PMDG 737-800NGX PMDG House Winglets,19:1:49,3053.94456052696614278830,150,2017/5/30,30.45065025086524812536,-86.52338670298557588012,21.72500330295537551706,0.01179795927685076476,192.11165770213690962009,11.22255853997901198227,0.00000396772900107799,113.52602627224383979865,868.22135605900916743849,27.64118989223211642070,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,-0.00000000000000000000,-0.00000000000000000000,-0.00000000000000000000,53.50640487670898437500,98.49030958683830760947,98.49039012392191239087,-2.14,-0.46,41.88,-23.87512150820826306585,21.06838412188349707321,-111.25707881744853011696,
PMDG 737-800NGX PMDG House Winglets,19:1:49,3054.04658772696575397276,150,2017/5/30,30.45054820060660460967,-86.52341206319897537469,22.26387450095964481989,0.00920348589864069568,192.11166286190470486872,11.46419256548682596986,-0.00004823829654595724,113.33336864895281337340,875.36942007165873746999,27.66536075630155977478,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,-0.00000000000000000000,-0.00000000000000000000,-0.00000000000000000000,55.12926101684570312500,98.48819608222115107310,98.48827661683156975414,-2.22,-0.48,43.00,-23.83071701557947719152,21.65072475005808527726,-111.05052545366932292836,
PMDG 737-800NGX PMDG House Winglets,19:1:49,3054.11863584918819469749,150,2017/5/30,30.45047625265056367994,-86.52342994271840836973,22.63992935455610577833,0.01157367358810471383,192.11166659325419914239,11.61678796270126134971,-0.00007161919569582283,113.20124082777226703911,880.53410541747109618882,27.68296858112189795520,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,-0.00000000000000000000,-0.00000000000000000000,-0.00000000000000000000,56.29296493530273437500,98.48666798445228209857,98.48674851718276102019,-2.28,-0.49,43.82,-23.79831323601945669566,22.05315898262420404308,-110.89967788926279013140,
PMDG 737-800NGX PMDG House Winglets,19:1:50,3054.22196572696611838182,150,2017/5/30,30.45037324882658680281,-86.52345553969735192368,23.17074775940427855403,0.00000000000000000000,192.11168036045845042281,11.82765708704498663906,-0.00014174720817728082,113.00093749999990677679,888.12170316389097024512,27.71137254973516661494,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,-0.00000000000000000000,-0.00000000000000000000,-0.00000000000000000000,57.99444580078125000000,98.48422789157504553259,98.48430842128983897510,-2.35,-0.51,45.05,-23.74635818339606174732,22.70959746033835102708,-110.65816780021528131783,
PMDG 737-800NGX PMDG House Winglets,19:1:50,3054.29445744918848504312,150,2017/5/30,30.45030111973715492013,-86.52347346407299255588,23.53635583850349277668,0.00000000000000000000,192.11168234547409383595,11.95307940367858456909,-0.00017043522269204347,112.86925711737730182449,893.57239991330027351069,27.73119610679164992462,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,-0.00000000000000000000,-0.00000000000000000000,-0.00000000000000000000,59.21063232421875000000,98.48253042788381605988,98.48261095539733389614,-2.40,-0.52,45.92,-23.70981286497213602615,23.13668931877320389390,-110.48819536851807754374,
PMDG 737-800NGX PMDG House Winglets,19:1:50,3054.36966734918860311154,150,2017/5/30,30.45022641059907542171,-86.52349202952484574780,23.90912707860563912732,0.00842891473913028044,192.11167705544076511615,12.07609005606726171322,-0.00021662851827550575,112.72795288085929144017,899.34443176819854670612,27.75351977654322510602,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,-0.00000000000000000000,-0.00000000000000000000,-0.00000000000000000000,60.49479293823242187500,98.48063019206628609936,98.48071071711531487836,-2.45,-0.53,46.85,-23.66895516209476824088,23.61677585735979789661,-110.29822492111236442724,
PMDG 737-800NGX PMDG House Winglets,19:1:50,3054.44553944918834531563,150,2017/5/30,30.45015117649704805558,-86.52351072535212495040,24.27758676172747698274,0.01088284421387964232,192.11166820975961400109,12.18884727574083903789,-0.00024045789306285733,112.58555752224383184057,905.28780464532087535190,27.77705184640146995889,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,-0.00000000000000000000,-0.00000000000000000000,-0.00000000000000000000,61.81237030029296875000,98.47863684192709854415,98.47871736434619549527,-2.49,-0.54,47.81,-23.62614539164387039705,24.10615112700724083084,-110.09896052275914257734,
PMDG 737-800NGX PMDG House Winglets,19:1:50,3054.54863272696593412547,150,2017/5/30,30.45004917288428458733,-86.52353607336199559086,24.76275559655122648905,0.00762098656139439078,192.11165490246986564671,12.32671789069816270512,-0.00027532686099293705,112.38772688123906107194,913.55909601071994075028,27.81153663699186040503,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,-0.00000000000000000000,-0.00000000000000000000,-0.00000000000000000000,63.63682174682617187500,98.47573449813478418946,98.47581501669462511472,-2.53,-0.55,49.13,-23.56437641418609274524,24.79940489974141470952,-109.81153924774739039094,
PMDG 737-800NGX PMDG House Winglets,19:1:50,3054.62114284918834528071,150,2017/5/30,30.44997758790795217010,-86.52355386223268851609,25.09225929513887010103,0.00000000000000000000,192.11165136283358378932,12.40441500044915379419,-0.00029654999643445069,112.25833864000099993063,919.51086591001126180345,27.83531413487168038046,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,-0.00000000000000000000,-0.00000000000000000000,-0.00000000000000000000,64.94145965576171875000,98.47374060434553655341,98.47382112012365951159,-2.56,-0.55,50.03,-23.52129280620474105490,25.24621410417521971681,-109.61100877022433053298,
PMDG 737-800NGX PMDG House Winglets,19:1:50,3054.69902942696580794291,150,2017/5/30,30.44990084738294200406,-86.52357293219654366112,25.43539605152089677631,0.00000000000000000000,192.11164284741343522001,12.48063046014139665374,-0.00031993830473395500,112.11163374159062300350,926.02956591858765023062,27.89619202049601653925,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,-0.00000000000000000000,-0.00000000000000000000,-0.00000000000000000000,66.36220550537109375000,98.45189643755095687538,98.45197693415920525695,-2.58,-0.55,51.03,-23.47157008213799755936,25.76914641042996478859,-109.37962387032042954615,
PMDG 737-800NGX PMDG House Winglets,19:1:50,3054.77421422696579611511,150,2017/5/30,30.44982692280866132251,-86.52359130235380746399,25.75672401354547602637,0.00000000000000000000,192.11161667917147610751,12.54239214508310418239,-0.00031085047478600066,111.97359502156567145903,932.44535372540099160688,27.92361200980536750649,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,-0.00000000000000000000,-0.00000000000000000000,-0.00000000000000000000,67.75055694580078125000,98.44966911906085726969,98.44974961247302758238,-2.60,-0.56,51.98,-23.42315102347379607295,26.25456247572911294696,-109.15401910098736948385,
PMDG 737-800NGX PMDG House Winglets,19:1:50,3054.87477382696624772507,150,2017/5/30,30.44972829153761040288,-86.52361581202545437463,26.17275254987821497821,0.01313254328206628872,192.11160072919730623653,12.61024325921713540311,-0.00032686902752058160,111.78845750596779851094,941.21402848550633279956,27.96190327812070464120,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,-0.00000000000000000000,-0.00000000000000000000,-0.00000000000000000000,69.63047790527343750000,98.44656117562846020519,98.44664166438505503720,-2.62,-0.57,53.25,-23.35606523216721086555,26.90810786771697138420,-108.84174887711719748040,
PMDG 737-800NGX PMDG House Winglets,19:1:50,3054.94682274918886832893,150,2017/5/30,30.44965779836427444138,-86.52363332936660356154,26.46221255628950430605,0.00000000000000000000,192.11158308663564753260,12.64781282388766925351,-0.00034130850235043671,111.66185594346779907937,947.62609546576311458921,27.98898570239176564201,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,-0.00000000000000000000,-0.00000000000000000000,-0.00000000000000000000,70.99128723144531250000,98.44438582330502640616,98.44446630857029845174,-2.63,-0.56,54.14,-23.30796461323015122957,27.34950442587597052579,-108.61789492953282376675,
PMDG 737-800NGX PMDG House Winglets,19:1:50,3055.02516282696706184652,150,2017/5/30,30.44958132042326326427,-86.52365233384438170106,26.76987330957332744674,0.00000000000000000000,192.11156376821372759878,12.68353005488500073739,-0.00035282362628222762,111.51548073662642934778,954.72217448047831567237,28.02107809409764271891,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,-0.00000000000000000000,-0.00000000000000000000,-0.00000000000000000000,72.48313140869140625000,98.44182010193438259193,98.44190058357382611121,-2.64,-0.57,55.13,-23.25261800295433900487,27.86328737200313554467,-108.36023916929774202345,
PMDG 737-800NGX PMDG House Winglets,19:1:50,3055.10034142696713388432,150,2017/5/30,30.44950809974014305226,-86.52367052885696807607,27.05916426880004266309,0.00000000000000000000,192.11154361835102122313,12.71099940989386389845,-0.00035765642179105210,111.37580925835494838338,961.65318048149470087083,28.05236853476598213319,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,-0.00000000000000000000,-0.00000000000000000000,-0.00000000000000000000,73.92517089843750000000,98.43932668393217966241,98.43940716218831710194,-2.64,-0.57,56.07,-23.19869410224668015985,28.34727138414966063351,-108.10916731466581097720,
