TITLE,ZULU UTC TIME (Seconds),SIM TIME (Seconds),ZULU DAY OF YEAR (Number),ZULU DATE (Number),PLANE LATITUDE (Degrees),PLANE LONGITUDE (Degrees),PLANE PITCH DEGREES (Radians),PLANE BANK DEGREES (Radians),PLANE HEADING DEGREES TRUE (Radians),INCIDENCE ALPHA (Radians),INCIDENCE BETA (Radians),AIRSPEED TRUE (Meters per second),PLANE ALTITUDE (Feet),ELEVATOR DEFLECTION (Radians),RUDDER DEFLECTION (Radians),AILERON LEFT DEFLECTION (Radians),AILERON RIGHT DEFLECTION (Radians),AMBIENT WIND DIRECTION (Degrees),AMBIENT WIND VELOCITY (Meters per second),AMBIENT WIND X (Meters per second),AMBIENT WIND Y (Meters per second),AMBIENT WIND Z (Meters per second),VERTICAL SPEED (Feet per second),TURB ENG N1:1 (Percent),TURB ENG N1:2 (Percent),DEFINED WIND X (Meters per second),DEFINED WIND Y (Meters per second),DEFINED WIND Z (Meters per second),VELOCITY WORLD X (Meters per second),VELOCITY WORLD Y (Meters per second),VELOCITY WORLD Z (Meters per second)
PMDG 737-900NGX PMDG House,19:1:19,3023.39300109919668102521,150,2017/5/30,30.48431915971228534090,-86.51502043424568455521,4.30251765169225652841,0.00584885445862446274,192.10766441376239299643,4.11574449076481752030,-0.00000294026399337013,82.14135135226773343220,95.90906637004012225134,32.60814035520188269857,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,-0.00000000000000000000,-0.00000000000000000000,-0.00000000000000000000,0.44266271591186523438,98.30615456832714471602,98.30627829071111989379,-0.24,-0.05,0.51,-17.27969621011029843771,0.20671553004623247074,-80.54997950996205702268,
PMDG 737-900NGX PMDG House,19:1:19,3023.47098257697416556766,150,2017/5/30,30.48426259047603537056,-86.51503449223673669621,4.53739420050645758664,-0.00000000000000000000,192.10767415929370827143,4.34936425582394825540,0.00002740706732067206,82.25522839016377929511,95.96433365532344339499,32.59927841043280238864,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,-0.00000000000000000000,-0.00000000000000000000,-0.00000000000000000000,0.46296176314353942871,98.30753814241501231663,98.30766187290906543694,-0.26,-0.06,0.53,-17.30814191799033707753,0.22331917404949830352,-80.68241162995840909389,
PMDG 737-900NGX PMDG House,19:1:19,3023.54659477697441616328,150,2017/5/30,30.48420765123932341112,-86.51504814516303554228,4.77416868816565553857,0.00823389635889280880,192.10766726913848856384,4.57910436960508171467,0.00000861966533082181,82.36023515489360136144,96.02037280990141709935,32.59090744682992379921,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,-0.00000000000000000000,-0.00000000000000000000,-0.00000000000000000000,0.48338529467582702637,98.30883344957818792409,98.30895718786682380141,-0.28,-0.06,0.55,-17.33565079630800909172,0.23038402361324780698,-80.81076892666676769750,
PMDG 737-900NGX PMDG House,19:1:19,3023.62648397697466862155,150,2017/5/30,30.48414950952655999572,-86.51506259390737341164,5.03420936181900824380,-0.00000000000000000000,192.10767109725469481418,4.83268730501332477445,0.00002184676298468180,82.46888422648105176904,96.08116765034526451927,32.58201505992841617854,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,-0.00000000000000000000,-0.00000000000000000000,-0.00000000000000000000,0.50495696067810058594,98.31020671398898969073,98.31033046055181046086,-0.31,-0.07,0.57,-17.36473044215986760719,0.23991953285682154906,-80.94623117778188259308,
PMDG 737-900NGX PMDG House,19:1:19,3023.70145127697469433770,150,2017/5/30,30.48409486139594548604,-86.51507617447644804543,5.28746893818203833604,0.00000000000000000000,192.10766560262371172030,5.08245735774300566590,0.00001786073162964652,82.56893776787644867454,96.14098033850086721941,32.57358330262244550113,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,-0.00000000000000000000,-0.00000000000000000000,-0.00000000000000000000,0.52642285823822021484,98.31152168248064526779,98.31164543679538780907,-0.34,-0.07,0.59,-17.39179636821768681898,0.25400978228477660847,-81.07242852500446872455,
PMDG 737-900NGX PMDG House,19:1:19,3023.80142967697474887245,150,2017/5/30,30.48402185648026474496,-86.51509431684058881729,5.60614550610714257317,-0.01195363932368096946,192.10767410215436257204,5.39069773786554673478,0.00001268938284296975,82.68223392062709820038,96.22622283563082135061,32.56367007319449413671,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,-0.00000000000000000000,-0.00000000000000000000,-0.00000000000000000000,0.55792075395584106445,98.31294636340064130309,98.31307012769372022376,-0.38,-0.08,0.62,-17.42423823103368718535,0.27269360948980375658,-81.22373141823581477183,
PMDG 737-900NGX PMDG House,19:1:19,3023.89862099919719184982,150,2017/5/30,30.48395075732896586373,-86.51511198561685489494,5.88028497108611425404,0.01323544534406252693,192.10767038419146501838,5.66608860689043947190,0.00002218243141745743,82.78884204440640814937,96.31316195621704423502,32.55431051500787731356,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,-0.00000000000000000000,-0.00000000000000000000,-0.00000000000000000000,0.58908599615097045898,98.31424595592604021022,98.31436972976148069847,-0.42,-0.09,0.62,-17.45526975868871488728,0.26580380159822381003,-81.36833263171661201341,
PMDG 737-900NGX PMDG House,19:1:19,3024.00158767697485018289,150,2017/5/30,30.48387529664452699762,-86.51513073821497812332,6.14047889711134153856,-0.00000000000000000000,192.10766679990709349113,5.95129297220088027132,0.00000697515518387349,82.90443033854160148621,96.40255967784976576240,32.54412457964360072538,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,-0.00000000000000000000,-0.00000000000000000000,-0.00000000000000000000,0.61636984348297119141,98.31567610342845853211,98.31579988736251607406,-0.46,-0.10,0.58,-17.48746337527872896089,0.25939399039683952441,-81.51854332675333125735,
PMDG 737-900NGX PMDG House,19:1:19,3024.07707937697477973416,150,2017/5/30,30.48381988375398776725,-86.51514450877336059875,6.31398961037764205884,-0.00000000000000000000,192.10767441491714180302,6.13964796177083282913,0.00003835017693067063,82.98471023559564230254,96.46369651337116124523,32.53705298877549267900,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,-0.00000000000000000000,-0.00000000000000000000,-0.00000000000000000000,0.63011837005615234375,98.31663033959635811243,98.31675413081036651874,-0.49,-0.10,0.54,-17.51069670199366257179,0.23789535017496718505,-81.62665308197921376632,
PMDG 737-900NGX PMDG House,19:1:20,3024.15206427697467006510,150,2017/5/30,30.48376477076051926929,-86.51515820483351149051,6.47261606055161298201,0.01336755199331870862,192.10767233233198680864,6.31859482450714260438,0.00004547273893757579,83.06551606920024255487,96.51953875853223507875,32.52997200954145284868,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,-0.00000000000000000000,-0.00000000000000000000,-0.00000000000000000000,0.63813614845275878906,98.31759020650494562688,98.31771400492415580175,-0.51,-0.11,0.49,-17.53338544656489617068,0.22035441734220084786,-81.73226422718440176141,
PMDG 737-900NGX PMDG House,19:1:20,3024.25195307697458702023,150,2017/5/30,30.48369124405370911290,-86.51517647681548339733,6.66289702292400853878,0.00000000000000000000,192.10767052957962164328,6.53142112866335988741,-0.00001279479343145632,83.17043648613817197202,96.58569436687797349350,32.52088121174752188836,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,-0.00000000000000000000,-0.00000000000000000000,-0.00000000000000000000,0.63987374305725097656,98.31864468380814514603,98.31876849154799913322,-0.55,-0.12,0.43,-17.56294008682094798246,0.19035539874030893426,-81.87044043921342506565,
PMDG 737-900NGX PMDG House,19:1:20,3024.32449249919682188192,150,2017/5/30,30.48363777163199728193,-86.51518976511154335185,6.78630659030542648935,-0.00624640957422407678,192.10766474682890248005,6.66827922464588329632,0.00001277461259566640,83.24548841688361733304,96.62815859451214350884,32.51449362635177919856,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,-0.00000000000000000000,-0.00000000000000000000,-0.00000000000000000000,0.63561779260635375977,98.31946184329355276077,98.31958565784036352397,-0.58,-0.12,0.39,-17.58412458444323434037,0.16732596176015521183,-81.96907205487076453210,
PMDG 737-900NGX PMDG House,19:1:20,3024.39945439919711134280,150,2017/5/30,30.48358244631759816912,-86.51520351389036989076,6.90130179138596044908,-0.00000000000000000000,192.10767663624295664704,6.79969244011057316612,0.00003831561346431020,83.32545432196717172246,96.66811190895379013455,32.50780343544948181034,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,-0.00000000000000000000,-0.00000000000000000000,-0.00000000000000000000,0.62785661220550537109,98.32033775390254959348,98.32046157541563502491,-0.60,-0.13,0.35,-17.60573985953374531732,0.15010192350860110388,-82.06961523581006190398,
PMDG 737-900NGX PMDG House,19:1:20,3024.50210507697465800447,150,2017/5/30,30.48350657620913395363,-86.51522236822113143262,7.03948890015227490835,0.00417038335479162203,192.10765550563738202072,6.96115660291917848213,0.00000882192247811418,83.43799689398865382373,96.71609424250152642344,32.49859110943506124158,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,-0.00000000000000000000,-0.00000000000000000000,-0.00000000000000000000,0.61178719997406005859,98.32154952831554339809,98.32167335932388141373,-0.62,-0.13,0.30,-17.63483756395807233730,0.13222885423401267713,-82.20538706145266871772,
PMDG 737-900NGX PMDG House,19:1:20,3024.52748397697450855048,150,2017/5/30,30.48348779915523820705,-86.51522703445880324580,7.07044075662895732393,0.00000000000000000000,192.10766535794329001874,6.99765339497539962110,0.00000023880997927123,83.46633466932502187774,96.72698993089696273273,32.49631002237190102733,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,-0.00000000000000000000,-0.00000000000000000000,-0.00000000000000000000,0.60714471340179443359,98.32185398519415286955,98.32197781852342188813,-0.63,-0.13,0.29,-17.64196120320778504720,0.12859766015189627586,-82.23863615007441296711,
PMDG 737-900NGX PMDG House,19:1:20,3024.60258777697436016751,150,2017/5/30,30.48343218788472697156,-86.51524085426632382223,7.15513595742181252035,0.00409578770710275399,192.10765666372950022378,7.09495821662681702691,0.00000828453489818597,83.54834152221673093663,96.75647523569254815357,32.48978576026682674183,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,-0.00000000000000000000,-0.00000000000000000000,-0.00000000000000000000,0.59131145477294921875,98.32269466685870895617,98.32281850702986503165,-0.65,-0.14,0.26,-17.66292676420875196186,0.11461033264553063815,-82.33639837500166436257,
PMDG 737-900NGX PMDG House,19:1:20,3024.67754327697457483737,150,2017/5/30,30.48337662085516797106,-86.51525466304809697249,7.23011222576211665114,-0.00960708681506998452,192.10766221208447745994,7.18125993475896340357,0.00000383265847724029,83.63097635904941284934,96.78268227195518136341,32.48332581326214807405,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,-0.00000000000000000000,-0.00000000000000000000,-0.00000000000000000000,0.57356476783752441406,98.32352534156780166086,98.32364918851624224772,-0.66,-0.14,0.23,-17.68364258188812598860,0.10207037408838276482,-82.43307353134352410962,
PMDG 737-900NGX PMDG House,19:1:20,3024.69976549919692843105,150,2017/5/30,30.48336013427308088808,-86.51525876007552540159,7.25064718981963363120,-0.01257967959571257115,192.10767903552800817124,7.20203886856710884246,0.00001190134987238072,83.65257900661885059890,96.78978951695511057096,32.48165486171045301944,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,-0.00000000000000000000,-0.00000000000000000000,-0.00000000000000000000,0.56782555580139160156,98.32371327022653417771,98.32383711913871593424,-0.67,-0.14,0.22,-17.68977852320508858952,0.09481135167565035715,-82.46158566740791684424,
PMDG 737-900NGX PMDG House,19:1:20,3024.80247057697442869539,150,2017/5/30,30.48328386401736622702,-86.51527771377607223258,7.33641899919707718425,-0.00000000000000000000,192.10766997746137008107,7.30303399538355790810,0.00002736220008727497,83.76936832004116695316,96.82000190386160909384,32.47273607124781591438,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,-0.00000000000000000000,-0.00000000000000000000,-0.00000000000000000000,0.54076445102691650391,98.32487450791845162712,98.32499836605381915433,-0.69,-0.15,0.19,-17.71788137610016278245,0.08294343660542956298,-82.59247190602110322288,
PMDG 737-900NGX PMDG House,19:1:20,3024.87755177697454200825,150,2017/5/30,30.48322803141734382848,-86.51529158858328116821,7.39056105581222144707,0.00433472027802613447,192.10765888191468775403,7.36554266066484863984,0.00003867429351537276,83.85405195448126391966,96.83922206729572224049,32.46637977663831264863,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,-0.00000000000000000000,-0.00000000000000000000,-0.00000000000000000000,0.51990771293640136719,98.32569166355149548053,98.32581552834615479242,-0.70,-0.15,0.17,-17.73826739044667633038,0.07377768698416592441,-82.68735985670619470511,
PMDG 737-900NGX PMDG House,19:1:20,3024.95250627697441814234,150,2017/5/30,30.48317222929009062682,-86.51530545581125863919,7.43834420621165026688,0.01364841507099870052,192.10765213357313996312,7.42070325583523082713,0.00001181246261400359,83.93923797607415338007,96.85630058681277887445,32.46006607687088774128,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,-0.00000000000000000000,-0.00000000000000000000,-0.00000000000000000000,0.49857589602470397949,98.32650517082933561142,98.32662904222591748749,-0.71,-0.15,0.15,-17.75843619005086182483,0.06570734909929966394,-82.78150328383006240074,
PMDG 737-900NGX PMDG House,19:1:20,3025.05277467697396787116,150,2017/5/30,30.48309748252585293926,-86.51532403084191003018,7.49377631482624995130,-0.01207228762418136210,192.10766549640845823888,7.48452184856879476627,-0.00001100053701920548,84.05393139309346395294,96.87610083762810120334,32.45167540717976351061,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,-0.00000000000000000000,-0.00000000000000000000,-0.00000000000000000000,0.46953266859054565430,98.32758258607404400209,98.32770646625981214584,-0.72,-0.15,0.13,-17.78522450835625434706,0.05637795529055277671,-82.90661678969806303030,
PMDG 737-900NGX PMDG House,19:1:21,3025.12783617697368754307,150,2017/5/30,30.48304145301244361121,-86.51533795453565289790,7.52981068589774338307,-0.00000000000000000000,192.10767016322813560691,7.52635445489005316944,0.00004284893618633597,84.14151160346131064216,96.88920264339014920552,32.44534183679295580305,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,-0.00000000000000000000,-0.00000000000000000000,-0.00000000000000000000,0.44801488518714904785,98.32841479450638644266,98.32853868120457718760,-0.73,-0.16,0.11,-17.80525784979908010541,0.05118895798751961490,-82.99968899050334414369,
PMDG 737-900NGX PMDG House,19:1:21,3025.20281947697367286310,150,2017/5/30,30.48298541924443583184,-86.51535187929879100466,7.56184939624292784544,0.00000000000000000000,192.10766086701215726862,7.56300949619668827495,0.00002341771295901847,84.22835393269849646458,96.90096675766631051374,32.43912638809899107173,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,-0.00000000000000000000,-0.00000000000000000000,-0.00000000000000000000,0.42679849267005920410,98.32948009397323119174,98.32960398743767882479,-0.74,-0.16,0.10,-17.82510585572374495200,0.04600671872737373963,-83.09225697963486823028,
PMDG 737-900NGX PMDG House,19:1:21,3025.30000399919617848354,150,2017/5/30,30.48291270217484338900,-86.51536994992476081734,7.59839261641546492854,0.01360058291315918363,192.10765872780427798716,7.60357847982185042213,-0.00001510909751303097,84.33818047417527452581,96.91444818337581068590,32.43130808433365075416,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,-0.00000000000000000000,-0.00000000000000000000,-0.00000000000000000000,0.39985921978950500488,98.33047989050010073697,98.33060379223634583923,-0.75,-0.16,0.09,-17.85065261067730801869,0.03876533636683678757,-83.21165841553120401386,
PMDG 737-900NGX PMDG House,19:1:21,3025.37768607697398692835,150,2017/5/30,30.48285450264078022542,-86.51538441280588642712,7.62419280263091891925,-0.00000000000000000000,192.10766889891687014824,7.63361626528153891513,-0.00000159865473744394,84.43092585245761938495,96.92399612404133790733,32.42474840989834206084,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,-0.00000000000000000000,-0.00000000000000000000,-0.00000000000000000000,0.37900736927986145020,98.33135454978794598446,98.33147845817248366984,-0.75,-0.16,0.08,-17.87102066112737830395,0.03589141890951376423,-83.30664631174619216836,
PMDG 737-900NGX PMDG House,19:1:21,3025.44995579919623196474,150,2017/5/30,30.48280029854521799848,-86.51539788279953313577,7.64589999792288477209,-0.01124709165308546317,192.10768988748114338705,7.65749408733890923884,0.00001807759374231385,84.51327024671759602370,96.93203357154077082214,32.41895293122771448679,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,-0.00000000000000000000,-0.00000000000000000000,-0.00000000000000000000,0.36017176508903503418,98.33210137857192023603,98.33222529305150771961,-0.76,-0.16,0.07,-17.88992775541440849452,0.03206265202694134897,-83.39468130946238488832,
PMDG 737-900NGX PMDG House,19:1:21,3025.55273097697408957174,150,2017/5/30,30.48272311621735042309,-86.51541706304061563060,7.67359385411503858165,-0.01316568237426875461,192.10769256024352102941,7.68906216819257881667,0.00003579995236429201,84.63583701239684842221,96.94246624025862502094,32.41036473110124660479,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,-0.00000000000000000000,-0.00000000000000000000,-0.00000000000000000000,0.33473917841911315918,98.33326148943683620018,98.33338541255902498506,-0.77,-0.16,0.07,-17.91672881428474539689,0.02931914310008774255,-83.51935911283470659328,
PMDG 737-900NGX PMDG House,19:1:21,3025.62772347697409713874,150,2017/5/30,30.48266672556066225752,-86.51543107646153885071,7.69186375665398802681,0.00982595984287048564,192.10767144767564218455,7.70931225649008933232,0.00004144957299359571,84.72371551513664655886,96.94938451896095443772,32.40422836717744559110,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,-0.00000000000000000000,-0.00000000000000000000,-0.00000000000000000000,0.31709909439086914062,98.33408324919285803389,98.33420717856080273123,-0.77,-0.17,0.06,-17.93620644049706314149,0.02714904917294365047,-83.60997806575491608783,
PMDG 737-900NGX PMDG House,19:1:21,3025.70101849919637970743,150,2017/5/30,30.48261155232003360993,-86.51544478732952825339,7.70841928168472634297,0.00000000000000000000,192.10766989660172043841,7.72704996120492015876,0.00000314055625376423,84.80738652547194078579,96.95569896751717919869,32.39839940601844858747,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,-0.00000000000000000000,-0.00000000000000000000,-0.00000000000000000000,0.30066075921058654785,98.33485471423666979263,98.33497864963388224169,-0.78,-0.17,0.06,-17.95510740705323726729,0.02471904912074913974,-83.69828364243821283708,
PMDG 737-900NGX PMDG House,19:1:21,3025.77866087697429975378,150,2017/5/30,30.48255304315580360708,-86.51545932714995501556,7.72478270764208385657,0.01142571306050945389,192.10766892905076019815,7.74535084652142558070,-0.00002608667630794913,84.90060289171000817987,96.96189119788454036097,32.39191643712339896410,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,-0.00000000000000000000,-0.00000000000000000000,-0.00000000000000000000,0.28406015038490295410,98.33573937020211985782,98.33586331206029740315,-0.78,-0.17,0.05,-17.97505202806469881693,0.02375256907181513485,-83.79154443985314060228,
PMDG 737-900NGX PMDG House,19:1:21,3025.87879117697411857080,150,2017/5/30,30.48247749169403419955,-86.51547810199782873042,7.74441779426252185914,-0.00000000000000000000,192.10769224136006982917,7.76667580528691470221,0.00000429069610862447,85.01879731920023175462,96.96941330669041292367,32.38370914899493158146,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,-0.00000000000000000000,-0.00000000000000000000,-0.00000000000000000000,0.26403778791427612305,98.33686205171186145435,98.33698600178017557027,-0.78,-0.17,0.05,-18.00076965270527296070,0.02235434859905644292,-83.91137301700671002891,
PMDG 737-900NGX PMDG House,19:1:21,3025.97617119919596007094,150,2017/5/30,30.48240391204281252158,-86.51549638687889398625,7.76225739487709986975,-0.00000000000000000000,192.10769138002675049393,7.78517060611563671557,0.00003641177060986136,85.12948733859585104256,96.97622928109359463633,32.37603100816927792494,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,-0.00000000000000000000,-0.00000000000000000000,-0.00000000000000000000,0.24590970575809478760,98.33788583022236196030,98.33800978819257920804,-0.79,-0.17,0.05,-18.02572920397179245811,0.02035788724760735635,-84.02746734764825475850,
PMDG 737-900NGX PMDG House,19:1:21,3026.07932197697346055065,150,2017/5/30,30.48232586130781029965,-86.51551578288197674738,7.78011407096486706791,0.00000000000000000000,192.10767018249825355269,7.80436242014586767368,0.00002214418952227647,85.25212475246846111077,96.98308759334348394532,32.36752845347482576699,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,-0.00000000000000000000,-0.00000000000000000000,-0.00000000000000000000,0.22823253273963928223,98.33906473144160997890,98.33918869780451643692,-0.79,-0.17,0.04,-18.05201230755212549184,0.01987373578701171969,-84.14999601671843265649,
PMDG 737-900NGX PMDG House,19:1:22,3026.15427547697345289635,150,2017/5/30,30.48226907526633056023,-86.51552989446659580608,7.79256977488284086064,0.00000000000000000000,192.10766795665767858736,7.81738471456778505342,-0.00000701333262728670,85.33943806966139788983,96.98788706671447812369,32.36147455264828920463,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,-0.00000000000000000000,-0.00000000000000000000,-0.00000000000000000000,0.21630837023258209229,98.33989867204277857127,98.34002264444355034811,-0.80,-0.17,0.04,-18.07102653133001268770,0.01930213241539422558,-84.23874616360991751662,
PMDG 737-900NGX PMDG House,19:1:22,3026.25436647697324588080,150,2017/5/30,30.48219315144261543082,-86.51554876182910902571,7.80867621496869901421,-0.00000000000000000000,192.10768636248266716393,7.83424295357468025713,0.00000152989200730366,85.45673762003573870061,96.99412027402284763866,32.35334730119817692184,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,-0.00000000000000000000,-0.00000000000000000000,-0.00000000000000000000,0.20156329870223999023,98.34115850335561503925,98.34128248393619742274,-0.80,-0.17,0.04,-18.09636584535011394337,0.01889449595594364442,-84.35688312107750164159,
PMDG 737-900NGX PMDG House,19:1:22,3026.32934397697363237967,150,2017/5/30,30.48213620781771027168,-86.51556291255876374180,7.82043267825956878170,-0.01371349742252482747,192.10767559585872277239,7.84637275635904618554,0.00002793703870708010,85.54367414686407755653,96.99865868808433333470,32.34731524979595462810,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,-0.00000000000000000000,-0.00000000000000000000,-0.00000000000000000000,0.19132183492183685303,98.34199636970176072737,98.34212035626072179184,-0.80,-0.17,0.04,-18.11533533272517004775,0.01853218446136371475,-84.44509448057627309936,
PMDG 737-900NGX PMDG House,19:1:22,3026.40437877697377189179,150,2017/5/30,30.48207916117216242924,-86.51557708891544962171,7.83199021228778313741,0.00000000000000000000,192.10766609334143595333,7.85824136183300314684,0.00001810440347992465,85.63046152750644068874,97.00312175111398005356,32.34128952633513875980,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,-0.00000000000000000000,-0.00000000000000000000,-0.00000000000000000000,0.18174143135547637939,98.34283624342278073982,98.34296023593914526373,-0.81,-0.17,0.04,-18.13422268594570851974,0.01823892601753622847,-84.53314341307209645038,
PMDG 737-900NGX PMDG House,19:1:22,3026.47949467697389991372,150,2017/5/30,30.48202199339444007364,-86.51559129533399072898,7.84339492083095279895,0.00990154659832695808,192.10766168223599947851,7.86990727266272038776,-0.00002148671570493167,85.71717825995544615125,97.00752637529197386357,32.33526477791129138950,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,-0.00000000000000000000,-0.00000000000000000000,-0.00000000000000000000,0.17278750240802764893,98.34367899535372714581,98.34380299380978840418,-0.81,-0.18,0.04,-18.15302834531398445961,0.01801945544421258705,-84.62107111868745334959,
PMDG 737-900NGX PMDG House,19:1:22,3026.52932277697345853085,150,2017/5/30,30.48198403841798764802,-86.51560072725936834104,7.85088593091912212429,-0.00000000000000000000,192.10766467111599808959,7.87741718801798640470,-0.00004001340643442840,85.77364971584736963450,97.01040559377568683885,32.33133854066208101585,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,-0.00000000000000000000,-0.00000000000000000000,-0.00000000000000000000,0.16716378927230834961,98.34422116216698839253,98.34434516454872721170,-0.81,-0.17,0.04,-18.16545639126777444972,0.01772389877621571505,-84.67927303018751672425,
PMDG 737-900NGX PMDG House,19:1:22,3026.62941857697387604276,150,2017/5/30,30.48190771487684713748,-86.51561969386935402326,7.86579538033440694988,-0.00000000000000000000,192.10768725208242813096,7.89269891295180858748,0.00002489968372778429,85.88962265014642127881,97.01619389177061236751,32.32326882054242389586,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,-0.00000000000000000000,-0.00000000000000000000,-0.00000000000000000000,0.15670132637023925781,98.34536564150411663832,98.34548965174057855165,-0.82,-0.18,0.04,-18.19052722345594119702,0.01772671061500656967,-84.79584593077962040297,
PMDG 737-900NGX PMDG House,19:1:22,3026.70440667697403114289,150,2017/5/30,30.48185046738651848841,-86.51563392006082153785,7.87687223979234030224,-0.00000000000000000000,192.10768210909398590047,7.90393581862530947291,0.00004184541136725682,85.97554655286994318431,97.02048144988145850220,32.31728379968941311517,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,-0.00000000000000000000,-0.00000000000000000000,-0.00000000000000000000,0.14947523176670074463,98.34621096517720673091,98.34633498127054451743,-0.82,-0.18,0.04,-18.20924456611938424544,0.01761662881698482230,-84.88290998985598889703,
PMDG 737-900NGX PMDG House,19:1:22,3026.77935067697399063036,150,2017/5/30,30.48179319494309780225,-86.51564815248413253812,7.88788250490483644484,0.00000000000000000000,192.10767711772288635075,7.91508847867295983747,0.00004049627280783415,86.06119571261929479533,97.02474283221857831450,32.31131138683367254316,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,-0.00000000000000000000,-0.00000000000000000000,-0.00000000000000000000,0.14275491237640380859,98.34705706591206819667,98.34718108783575019061,-0.82,-0.18,0.04,-18.22789075599799701877,0.01752974096512667154,-84.96970238754893500754,
PMDG 737-900NGX PMDG House,19:1:22,3026.87653309919596722466,150,2017/5/30,30.48171884080016269536,-86.51566662974455823587,7.90209271369301635701,0.00000000000000000000,192.10766343772073128093,7.92905581307002993441,-0.00000497913218397080,86.16880076090488671525,97.03022536984852308706,32.30379911793505698370,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,0.00000000000000000000,-0.00000000000000000000,-0.00000000000000000000,-0.00000000000000000000,0.13470716774463653564,98.34810350266472767089,98.34822753207930645658,-0.83,-0.18,0.04,-18.25191320564578134622,0.01683619123851817778,-85.08191920999347246379,
